Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.
05-047091,Hennepin,Minneapolis,8th St SE,9th Av SE,2005/02/25,1815,Bicycle,Property Damage Only,
05-053175,Hennepin,Minneapolis,Walnut St SE,Washington Av SE,2005/03/04,1208,Bicycle,Non-Incap. Injury (B),
05-057304,Hennepin,Minneapolis,24th Av S,Butler Place S,2005/03/08,1422,Bicycle,Possible Injury (C),
05-057379,Hennepin,Minneapolis,1st Av NE,University Av NE,2005/03/08,1552,Bicycle,Non-Incap. Injury (B),
05-058324,Hennepin,Minneapolis,4th St S,West River Pkwy S,2005/03/09,750,Bicycle,Incap. Injury (A),
05-072318,Hennepin,Minneapolis,23rd Av NE,Buchanan St NE,2005/03/25,1530,Bicycle,Non-Incap. Injury (B),
05-075267,Hennepin,Minneapolis,42nd Av N,Fremont Av N,2005/03/28,1845,Bicycle,Possible Injury (C),
05-077661,Hennepin,Minneapolis,38th St W,Blaisdell Av S,2005/03/31,1225,Bicycle,Non-Incap. Injury (B),
05-077832,Hennepin,Minneapolis,8th St SE,15th Av SE,2005/03/31,1608,Bicycle,Possible Injury (C),
05-078714,Hennepin,Minneapolis,Elliot Av S,Franklin Av E,2005/04/01,1305,Bicycle,Non-Incap. Injury (B),
05-078847,Hennepin,Minneapolis,7th St S,Portland Av S,2005/04/01,1525,Bicycle,Possible Injury (C),
05-078940,Hennepin,Minneapolis,26th St W,Lyndale Av S,2005/04/01,1600,Bicycle,Possible Injury (C),
05-083058,Hennepin,Minneapolis,5th Av N,5th St N,2005/04/05,1520,Bicycle,Possible Injury (C),
05-083671,Hennepin,Minneapolis,36th St E,Cedar Av S,2005/04/06,615,Bicycle,Possible Injury (C),
05-084878,Hennepin,Minneapolis,15th St W,LaSalle Av S,2005/04/07,1321,Bicycle,Non-Incap. Injury (B),
05-084968,Hennepin,Minneapolis,Huron Blvd SE,Washington Av SE,2005/04/07,1433,Bicycle,Possible Injury (C),
05-088490,Hennepin,Minneapolis,West Broadway Av N,Dupont Av N,2005/04/10,1626,Bicycle,Property Damage Only,
05-089431,Hennepin,Minneapolis,26th St E,Minnehaha Av S,2005/04/11,1840,Bicycle,Non-Incap. Injury (B),
05-090193,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,2005/04/12,1651,Bicycle,Property Damage Only,
05-090844,Hennepin,Minneapolis,5th Av S,8th St S,2005/04/13,1120,Bicycle,Non-Incap. Injury (B),
05-090907,Hennepin,Minneapolis,Chicago Av S,Lake St E,2005/04/13,1251,Bicycle,Non-Incap. Injury (B),
05-091109,Hennepin,Minneapolis,1st Av N,8th St N,2005/04/13,1630,Bicycle,Property Damage Only,
05-091180,Hennepin,Minneapolis,3rd Av S,Lake St E,2005/04/13,1730,Bicycle,Possible Injury (C),
05-091800,Hennepin,Minneapolis,26th St E,Park Av S,2005/04/14,750,Bicycle,Non-Incap. Injury (B),
05-092210,Hennepin,Minneapolis,Grant St W,Nicollet Av S,2005/04/14,1655,Bicycle,Incap. Injury (A),
05-097698,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2005/04/19,2136,Bicycle,Possible Injury (C),
05-098474,Hennepin,Minneapolis,Glenwood Av N,Newton Av N,2005/04/20,1755,Bicycle,Possible Injury (C),
05-098987,Hennepin,Minneapolis,30th Av NE,Central Av NE,2005/04/21,655,Bicycle,Incap. Injury (A),
05-099594,Hennepin,Minneapolis,21st St E,Chicago Av S,2005/04/21,1755,Bicycle,Incap. Injury (A),
05-099986,Hennepin,Minneapolis,24th St W,Lyndale Av S,2005/04/21,2351,Bicycle,Non-Incap. Injury (B),
05-102793,Hennepin,Minneapolis,9th St S,LaSalle Av S,2005/04/24,2110,Bicycle,Non-Incap. Injury (B),
05-107246,Hennepin,Minneapolis,17th St E,Park Av S,2005/04/29,1703,Bicycle,Property Damage Only,
05-109914,Hennepin,Minneapolis,Bloomington Av S,Franklin Av E,2005/05/02,1355,Bicycle,Possible Injury (C),
05-115513,Hennepin,Minneapolis,34th Av N,Queen Av N,2005/05/07,1608,Bicycle,Possible Injury (C),
05-116729,Hennepin,Minneapolis,32nd St E,Park Av S,2005/05/08,1720,Bicycle,Possible Injury (C),
05-117457,Hennepin,Minneapolis,5th St S,11th Av S,2005/05/09,1321,Bicycle,Possible Injury (C),
05-118571,Hennepin,Minneapolis,6th Av N,Washington Av N,2005/05/10,1600,Bicycle,Non-Incap. Injury (B),
05-120279,Hennepin,Minneapolis,Essex St SE,Ontario St SE,2005/05/12,925,Bicycle,Property Damage Only,
05-124883,Hennepin,Minneapolis,Grant St E,Portland Av S,2005/05/17,1030,Bicycle,Possible Injury (C),
05-125173,Hennepin,Minneapolis,27th St E,Portland Av S,2005/05/17,1725,Bicycle,Possible Injury (C),
05-125263,Hennepin,Minneapolis,3rd Av S,35th St E,2005/05/17,0,Bicycle,Property Damage Only,
05-125736,Hennepin,Minneapolis,29th Av SE,Como Av SE,2005/05/18,845,Bicycle,Possible Injury (C),
05-128226,Hennepin,Minneapolis,18th Av S,24th St E,2005/05/20,1805,Bicycle,Non-Incap. Injury (B),
05-129555,Hennepin,Minneapolis,26th St W,Lyndale Av S,2005/05/21,2015,Bicycle,Possible Injury (C),
05-134242,Hennepin,Minneapolis,1st Av N,8th St N,2005/05/26,1110,Bicycle,Possible Injury (C),
05-134635,Hennepin,Minneapolis,Delaware St SE,Saint Mary's Av SE,2005/05/26,1747,Bicycle,Incap. Injury (A),
05-135524,Hennepin,Minneapolis,46th St E,Minnehaha Av S,2005/05/27,1511,Bicycle,Possible Injury (C),
05-136495,Hennepin,Minneapolis,Central Av NE,Lowry Av NE,2005/05/28,1305,Bicycle,Possible Injury (C),
05-138461,Hennepin,Minneapolis,Hiawatha Av S SB Ramp,Lake St E,2005/05/30,1220,Bicycle,Possible Injury (C),
05-139717,Hennepin,Minneapolis,5th Av S,6th St S,2005/05/31,1530,Bicycle,Possible Injury (C),
05-139766,Hennepin,Minneapolis,31st St E,Park Av S,2005/05/31,1635,Bicycle,Non-Incap. Injury (B),
05-141205,Hennepin,Minneapolis,I-94 EB Ramp,West Broadway Av N,2005/06/01,2106,Bicycle,Possible Injury (C),
05-142360,Hennepin,Minneapolis,Hennepin Av S,Summit Av W,2005/06/03,900,Bicycle,Property Damage Only,
05-142368,Hennepin,Minneapolis,2nd St N,Lowry Av N,2005/06/02,1915,Bicycle,Possible Injury (C),
05-144986,Hennepin,Minneapolis,Central Av NE,Lowry Av NE,2005/06/04,2056,Bicycle,Non-Incap. Injury (B),
05-145003,Hennepin,Minneapolis,27th St W,Bryant Av S,2005/06/04,1800,Bicycle,Non-Incap. Injury (B),
05-146914,Hennepin,Minneapolis,5th St SE,15th Av SE,2005/06/06,1633,Bicycle,Possible Injury (C),
05-148310,Hennepin,Minneapolis,36th St E,West River Pkwy S,2005/06/07,2033,Bicycle,Possible Injury (C),
05-148803,Hennepin,Minneapolis,46th St E,Minnehaha Av S,2005/06/08,820,Bicycle,Possible Injury (C),
05-150272,Hennepin,Minneapolis,23rd Av N,Sheridan Av N,2005/06/08,1500,Bicycle,Possible Injury (C),
05-150336,Hennepin,Minneapolis,29th Av NE,Buchanan St NE,2005/06/09,1614,Bicycle,Possible Injury (C),
05-150408,Hennepin,Minneapolis,1st Av S,35th St E,2005/06/09,1720,Bicycle,Possible Injury (C),
05-153597,Hennepin,Minneapolis,Dowling Av N,Xerxes Av N,2005/06/12,1142,Bicycle,Possible Injury (C),
05-153771,Hennepin,Minneapolis,26th Av N,Fremont Av N,2005/06/12,1433,Bicycle,Possible Injury (C),
05-155044,Hennepin,Minneapolis,Portland Av S,West River Pkwy S,2005/06/13,2010,Bicycle,Property Damage Only,
05-156569,Hennepin,Minneapolis,7th St S,Park Av S,2005/06/15,815,Bicycle,Possible Injury (C),
05-157230,Hennepin,Minneapolis,36th St W,Emerson Av S,2005/06/15,2100,Bicycle,Non-Incap. Injury (B),
05-157672,Hennepin,Minneapolis,31st St W,Lyndale Av S,2005/06/16,740,Bicycle,Possible Injury (C),
05-158203,Hennepin,Minneapolis,11th Av SE,University Av SE,2005/06/16,1915,Bicycle,Non-Incap. Injury (B),
05-160215,Hennepin,Minneapolis,50th St W,Lyndale Av S,2005/06/18,1315,Bicycle,Non-Incap. Injury (B),
05-161313,Hennepin,Minneapolis,Cedar Av S,Edgewater Blvd E,2005/06/19,1100,Bicycle,Non-Incap. Injury (B),
05-161530,Hennepin,Minneapolis,34th Av N,Oliver Av N,2005/06/19,1719,Bicycle,Possible Injury (C),
05-162140,Hennepin,Minneapolis,Aldrich Av N,Lowry Av N,2005/06/20,800,Bicycle,Incap. Injury (A),
05-162409,Hennepin,Minneapolis,20th Av S,Riverside Av S,2005/06/20,1245,Bicycle,Possible Injury (C),
05-162611,Hennepin,Minneapolis,22nd Av S,Lake St E,2005/06/20,1555,Bicycle,Non-Incap. Injury (B),
05-163574,Hennepin,Minneapolis,31st St E,Clinton Av S,2005/06/21,1530,Bicycle,Possible Injury (C),
05-163592,Hennepin,Minneapolis,37th St E,46th Av S,2005/06/20,1550,Bicycle,Possible Injury (C),
05-164368,Hennepin,Minneapolis,42nd St W,West Lake Harriet Pkwy S,2005/06/22,720,Bicycle,Property Damage Only,
05-165843,Hennepin,Minneapolis,Fremont Av S,Lagoon Av W,2005/06/23,1435,Bicycle,Possible Injury (C),
05-167381,Hennepin,Minneapolis,5th Av S,Lake St E,2005/06/24,2015,Bicycle,Property Damage Only,
05-171355,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,2005/06/28,1110,Bicycle,Possible Injury (C),
05-172073,Hennepin,Minneapolis,59th St W,Nicollet Av S,2005/06/28,2243,Bicycle,Non-Incap. Injury (B),
05-174908,Hennepin,Minneapolis,5th Av S,Lake St E,2005/06/30,1000,Bicycle,Possible Injury (C),
05-175231,Hennepin,Minneapolis,36th St E,Chicago Av S,2005/07/01,1930,Bicycle,Non-Incap. Injury (B),
05-180253,Hennepin,Minneapolis,22nd Av NE,Washington St NE,2005/07/06,1415,Bicycle,Possible Injury (C),
05-180327,Hennepin,Minneapolis,Hiawatha Av S NB Ramp,Lake St E,2005/07/06,1600,Bicycle,Non-Incap. Injury (B),
05-180558,Hennepin,Minneapolis,4th St N,25th Av N,2005/07/06,1930,Bicycle,Incap. Injury (A),
05-180757,Hennepin,Minneapolis,Blaisdell Av S,Lake St W,2005/07/06,2200,Bicycle,Non-Incap. Injury (B),
05-181184,Hennepin,Minneapolis,8th Av NE,University Av NE,2005/07/07,826,Bicycle,Possible Injury (C),
05-181622,Hennepin,Minneapolis,46th St W,Bryant Av S,2005/07/07,1650,Bicycle,Non-Incap. Injury (B),
05-181645,Hennepin,Minneapolis,East Lake Harriet Pkwy S,Minnehaha Pkwy W,2005/07/06,1725,Bicycle,Non-Incap. Injury (B),
05-183674,Hennepin,Minneapolis,Oliver Av N,Victory Memorial Pkwy N,2005/07/09,1145,Bicycle,Possible Injury (C),
05-183979,Hennepin,Minneapolis,William Berry Pkwy S,West Lake Harriet Pkwy S,2005/07/09,1545,Bicycle,Possible Injury (C),
05-185959,Hennepin,Minneapolis,15th Av S,26th St E,2005/07/11,1430,Bicycle,Possible Injury (C),
05-186743,Hennepin,Minneapolis,15th St W,Oak Grove St W,2005/07/12,730,Bicycle,Non-Incap. Injury (B),
05-187182,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2005/07/12,1530,Bicycle,Possible Injury (C),
05-187259,Hennepin,Minneapolis,35th St E,Park Av S,2005/07/12,1651,Bicycle,Non-Incap. Injury (B),
05-188272,Hennepin,Minneapolis,36th Av S,Lake St E,2005/07/13,1351,Bicycle,Non-Incap. Injury (B),
05-190537,Hennepin,Minneapolis,28th St W,Irving Av S,2005/07/15,1205,Bicycle,Possible Injury (C),
05-190876,Hennepin,Minneapolis,Franklin Av E,West River Pkwy S,2005/07/15,1810,Bicycle,Non-Incap. Injury (B),
05-192987,Hennepin,Minneapolis,11th Av S,19th St E,2005/07/17,1600,Bicycle,Possible Injury (C),
05-193515,Hennepin,Minneapolis,University Av SE,I-35W NB Ramp,2005/07/18,620,Bicycle,Non-Incap. Injury (B),
05-194092,Hennepin,Minneapolis,28th St E,Portland Av S,2005/07/18,1804,Bicycle,Non-Incap. Injury (B),
05-195142,Hennepin,Minneapolis,35th St E,Portland Av S,2005/07/19,1520,Bicycle,Possible Injury (C),
05-195541,Hennepin,Minneapolis,23rd Av NE,Johnson St NE,2005/07/19,2125,Bicycle,Possible Injury (C),
05-195947,Hennepin,Minneapolis,17th St E,Park Av S,2005/07/20,755,Bicycle,Non-Incap. Injury (B),
05-195982,Hennepin,Minneapolis,2nd St S,3rd Av S,2005/07/20,900,Bicycle,Non-Incap. Injury (B),
05-196230,Hennepin,Minneapolis,Dean Pkwy S,Lake St W,2005/07/20,1352,Bicycle,Possible Injury (C),
05-199594,Hennepin,Minneapolis,46th St E,Minnehaha Av S,2005/07/23,1205,Bicycle,Non-Incap. Injury (B),
05-200726,Hennepin,Minneapolis,2nd St N,3rd Av N,2005/07/24,1230,Bicycle,Possible Injury (C),
05-201011,Hennepin,Minneapolis,36th St E,Minnehaha Av S,2005/07/24,1900,Bicycle,Possible Injury (C),
05-202876,Hennepin,Minneapolis,Lake St E,Stevens Av S,2005/07/26,1719,Bicycle,Non-Incap. Injury (B),
05-203078,Hennepin,Minneapolis,8th Av N,Morgan Av N,2005/07/26,2007,Bicycle,Non-Incap. Injury (B),
05-203904,Hennepin,Minneapolis,26th Av S,Franklin Av E,2005/07/27,1445,Bicycle,Possible Injury (C),
05-203941,Hennepin,Minneapolis,25th Av N,Irving Av N,2005/07/27,1535,Bicycle,Possible Injury (C),
05-207039,Hennepin,Minneapolis,18th St E,Clinton Av S,2005/07/30,101,Bicycle,Possible Injury (C),
05-207363,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2005/07/30,854,Bicycle,Incap. Injury (A),
05-207749,Hennepin,Minneapolis,21st St W,Thomas Av S,2005/07/30,1741,Bicycle,Incap. Injury (A),
05-208297,Hennepin,Minneapolis,Cedar Av S,Riverside Av S,2005/07/30,151,Bicycle,Possible Injury (C),
05-208663,Hennepin,Minneapolis,22nd St W,Lyndale Av S,2005/07/31,1430,Bicycle,Non-Incap. Injury (B),
05-208704,Hennepin,Minneapolis,Blaisdell Av S,Lake St W,2005/07/31,1520,Bicycle,Non-Incap. Injury (B),
05-209269,Hennepin,Minneapolis,2nd Av S,6th St S,2005/08/01,745,Bicycle,Possible Injury (C),
05-212889,Hennepin,Minneapolis,16th Av S,24th St E,2005/08/04,1400,Bicycle,Possible Injury (C),
05-213837,Hennepin,Minneapolis,12th Av S,25th St E,2005/08/05,905,Bicycle,Possible Injury (C),
05-213982,Hennepin,Minneapolis,26th St E,Hiawatha Av S,2005/08/05,1232,Bicycle,Non-Incap. Injury (B),
05-214207,Hennepin,Minneapolis,26th St W,Lyndale Av S,2005/08/05,1710,Bicycle,Possible Injury (C),
05-214209,Hennepin,Minneapolis,26th St W,Lyndale Av S,2005/08/05,1710,Bicycle,Possible Injury (C),
05-214277,Hennepin,Minneapolis,50th St E,Minnehaha Pkwy E,2005/08/05,1800,Bicycle,Non-Incap. Injury (B),
05-217566,Hennepin,Minneapolis,50th St E,Hiawatha Av S,2005/08/08,1915,Bicycle,Non-Incap. Injury (B),
05-218624,Hennepin,Minneapolis,3rd Av S,5th St S,2005/08/09,1912,Bicycle,Non-Incap. Injury (B),
05-218798,Hennepin,Minneapolis,35th Av N,Lyndale Av N,2005/08/09,2100,Bicycle,Possible Injury (C),
05-219819,Hennepin,Minneapolis,Golden Valley Road N,Sheridan Av N,2005/08/10,1915,Bicycle,Possible Injury (C),
05-221748,Hennepin,Minneapolis,11th St S,Nicollet Mall S,2005/08/12,818,Bicycle,Non-Incap. Injury (B),
05-221927,Hennepin,Minneapolis,West Broadway Av N,Morgan Av N,2005/08/12,1220,Bicycle,Possible Injury (C),
05-227026,Hennepin,Minneapolis,2nd Av S,46th St E,2005/08/16,1944,Bicycle,Possible Injury (C),
05-227911,Hennepin,Minneapolis,18th Av S,25th St E,2005/08/17,1626,Bicycle,Possible Injury (C),
05-229052,Hennepin,Minneapolis,38th St W,Nicollet Av S,2005/08/18,1557,Bicycle,Possible Injury (C),
05-229092,Hennepin,Minneapolis,Humboldt Av S,The Mall Pkwy W,2005/08/18,1630,Bicycle,Possible Injury (C),
05-230124,Hennepin,Minneapolis,9th St S,Marquette Av S,2005/08/19,1330,Bicycle,Non-Incap. Injury (B),
05-230305,Hennepin,Minneapolis,28th St W,Lyndale Av S,2005/08/19,1645,Bicycle,Possible Injury (C),
05-231821,Hennepin,Minneapolis,7th St S,Hennepin Av S,2005/08/20,1958,Bicycle,Non-Incap. Injury (B),
05-233355,Hennepin,Minneapolis,34th Av S,Minnehaha Pkwy E,2005/08/22,625,Bicycle,Possible Injury (C),
05-234863,Hennepin,Minneapolis,3rd Av S,24th St E,2005/08/23,1330,Bicycle,Possible Injury (C),
05-234968,Hennepin,Minneapolis,31st Av S,Franklin Av E,2005/08/23,1525,Bicycle,Possible Injury (C),
05-235321,Hennepin,Minneapolis,West Broadway Av N,Fremont Av N,2005/08/23,2105,Bicycle,Property Damage Only,
05-235341,Hennepin,Minneapolis,10th Av S,Washington Av S,2005/08/23,2134,Bicycle,Property Damage Only,
05-235719,Hennepin,Minneapolis,29th St E,34th Av S,2005/08/24,705,Bicycle,Non-Incap. Injury (B),
05-235792,Hennepin,Minneapolis,Clinton Av S,Diamond Lake Road E,2005/08/24,900,Bicycle,Non-Incap. Injury (B),
05-236251,Hennepin,Minneapolis,8th St S,Hennepin Av S,2005/08/24,1750,Bicycle,Possible Injury (C),
05-236548,Hennepin,Minneapolis,Broadway St NE,Jefferson St NE,2005/08/24,2120,Bicycle,Non-Incap. Injury (B),
05-237431,Hennepin,Minneapolis,Franklin Av E,Portland Av S,2005/08/25,1700,Bicycle,Non-Incap. Injury (B),
05-237526,Hennepin,Minneapolis,Emerson Av N,Lowry Av N,2005/08/25,1900,Bicycle,Possible Injury (C),
05-237532,Hennepin,Minneapolis,15th Av S,33rd St E,2005/08/25,1830,Bicycle,Property Damage Only,
05-237794,Hennepin,Minneapolis,31st St W,Grand Av S,2005/08/25,2140,Bicycle,Non-Incap. Injury (B),
05-240800,Hennepin,Minneapolis,14th Av N,Emerson Av N,2005/08/28,1117,Bicycle,Possible Injury (C),
05-241162,Hennepin,Minneapolis,4th Av S,31st St E,2005/08/28,1925,Bicycle,Property Damage Only,
05-241870,Hennepin,Minneapolis,25th St W,Nicollet Av S,2005/08/29,1415,Bicycle,Possible Injury (C),
05-243112,Hennepin,Minneapolis,James Av N,Olson Memorial Hwy N,2005/08/30,1730,Bicycle,Possible Injury (C),
05-244037,Hennepin,Minneapolis,Lake St E,Minnehaha Av S,2005/08/31,1322,Bicycle,Property Damage Only,
05-245310,Hennepin,Minneapolis,35th St E,Hiawatha Av S,2005/09/01,1430,Bicycle,Possible Injury (C),
05-245487,Hennepin,Minneapolis,29th Av N,Theodore Wirth Pkwy N,2005/09/01,1735,Bicycle,Non-Incap. Injury (B),
05-245595,Hennepin,Minneapolis,36th St W,Girard Av S,2005/09/01,1927,Bicycle,Possible Injury (C),
05-246222,Hennepin,Minneapolis,Linden Av W,West Lyndale Av N,2005/09/02,730,Bicycle,Possible Injury (C),
05-246359,Hennepin,Minneapolis,13th Av NE,Marshall St NE,2005/09/02,1100,Bicycle,Possible Injury (C),
05-249841,Hennepin,Minneapolis,38th St E,42nd Av S,2005/09/05,1500,Bicycle,Non-Incap. Injury (B),
05-251530,Hennepin,Minneapolis,33rd Av NE,Taylor St NE,2005/09/06,2300,Bicycle,Non-Incap. Injury (B),
05-251619,Hennepin,Minneapolis,24th St E,Clinton Av S,2005/09/07,130,Bicycle,Non-Incap. Injury (B),
05-252364,Hennepin,Minneapolis,Golden Valley Road N,Thomas Av N,2005/09/07,1905,Bicycle,Possible Injury (C),
05-253372,Hennepin,Minneapolis,Dowling Av N,Fremont Av N,2005/09/08,1810,Bicycle,Possible Injury (C),
05-253382,Hennepin,Minneapolis,26th St E,West River Pkwy S,2005/09/08,1820,Bicycle,Property Damage Only,
05-254503,Hennepin,Minneapolis,38th St W,King's Hwy S,2005/09/09,1715,Bicycle,Property Damage Only,
05-257037,Hennepin,Minneapolis,3rd St S,Hennepin Av S,2005/09/11,1544,Bicycle,Possible Injury (C),
05-257804,Hennepin,Minneapolis,4th Av S,28th St E,2005/09/12,1015,Bicycle,Possible Injury (C),
05-258339,Hennepin,Minneapolis,31st St E,Stevens Av S,2005/09/12,2049,Bicycle,Possible Injury (C),
05-258634,Hennepin,Minneapolis,5th Av S,28th St E,2005/09/13,815,Bicycle,Possible Injury (C),
05-259870,Hennepin,Minneapolis,25th St W,Lyndale Av S,2005/09/14,1415,Bicycle,Possible Injury (C),
05-260052,Hennepin,Minneapolis,Bloomington Av S,Lake St E,2005/09/14,1744,Bicycle,Possible Injury (C),
05-261867,Hennepin,Minneapolis,60th St W,Nicollet Av S,2005/09/16,1200,Bicycle,Possible Injury (C),
05-262149,Hennepin,Minneapolis,33rd Av N,Fremont Av N,2005/09/19,1700,Bicycle,Possible Injury (C),
05-264391,Hennepin,Minneapolis,Colfax Av S,Lake St W,2005/09/18,230,Bicycle,Incap. Injury (A),
05-264424,Hennepin,Minneapolis,Bloomington Av S,Minnehaha Pkwy E,2005/09/18,1050,Bicycle,Non-Incap. Injury (B),
05-264662,Hennepin,Minneapolis,Lake St E,Snelling Av S,2005/09/18,1645,Bicycle,Possible Injury (C),
05-264758,Hennepin,Minneapolis,32nd St E,Minnehaha Av S,2005/09/18,1835,Bicycle,Non-Incap. Injury (B),
05-264798,Hennepin,Minneapolis,5th Av S,24th St E,2005/09/18,1910,Bicycle,Non-Incap. Injury (B),
05-266136,Hennepin,Minneapolis,18th Av S,27th St E,2005/09/20,215,Bicycle,Non-Incap. Injury (B),
05-268111,Hennepin,Minneapolis,2nd Av S,35th St E,2005/09/21,2252,Bicycle,Possible Injury (C),
05-268715,Hennepin,Minneapolis,13th Av NE,University Av NE,2005/09/22,1612,Bicycle,Incap. Injury (A),
05-268835,Hennepin,Minneapolis,33rd Av N,Bryant Av N,2005/09/22,1830,Bicycle,Non-Incap. Injury (B),
05-269104,Hennepin,Minneapolis,16th St E,Portland Av S,2005/09/22,2240,Bicycle,Possible Injury (C),
05-269894,Hennepin,Minneapolis,West Broadway Av N,Logan Av N,2005/09/23,1720,Bicycle,Possible Injury (C),
05-271702,Hennepin,Minneapolis,17th Av S,Franklin Av E,2005/09/25,45,Bicycle,Possible Injury (C),
05-272137,Hennepin,Minneapolis,Irving Av S,Lagoon Av W,2005/09/25,1400,Bicycle,Possible Injury (C),
05-273022,Hennepin,Minneapolis,38th St W,Bryant Av S,2005/09/26,1356,Bicycle,Non-Incap. Injury (B),
05-273044,Hennepin,Minneapolis,1st Av S,32nd St E,2005/09/26,1422,Bicycle,Possible Injury (C),
05-273157,Hennepin,Minneapolis,Cedar Lake Road S,Penn Av S,2005/09/26,1630,Bicycle,Possible Injury (C),
05-275069,Hennepin,Minneapolis,12th St S,Yale Place S,2005/09/28,1422,Bicycle,Incap. Injury (A),
05-275258,Hennepin,Minneapolis,30th Av NE,Johnson St NE,2005/09/28,1724,Bicycle,Non-Incap. Injury (B),
05-277339,Hennepin,Minneapolis,Elliot Av S,Franklin Av E,2005/09/30,1718,Bicycle,Possible Injury (C),
05-280168,Hennepin,Minneapolis,Cedar Av S,East Lake Nokomis Pkwy S,2005/10/03,522,Bicycle,Incap. Injury (A),
05-280595,Hennepin,Minneapolis,32nd St E,Hiawatha Av S,2005/10/03,1530,Bicycle,Non-Incap. Injury (B),
05-280887,Hennepin,Minneapolis,17th Av S,Franklin Av E,2005/10/03,2056,Bicycle,Non-Incap. Injury (B),
05-286647,Hennepin,Minneapolis,50th St W,Minnehaha Pkwy W,2005/10/09,1338,Bicycle,Possible Injury (C),
05-287259,Hennepin,Minneapolis,15th Av S,31st St E,2005/10/10,845,Bicycle,Possible Injury (C),
05-289370,Hennepin,Minneapolis,28th St E,Bloomington Av S,2005/10/12,1139,Bicycle,Possible Injury (C),
05-290593,Hennepin,Minneapolis,Ontario St SE,Washington Av SE,2005/10/13,1617,Bicycle,Possible Injury (C),
05-290624,Hennepin,Minneapolis,13th Av S,Franklin Av E,2005/10/13,1755,Bicycle,Property Damage Only,
05-291409,Hennepin,Minneapolis,5th Av S,28th St E,2005/10/14,827,Bicycle,Non-Incap. Injury (B),
05-291471,Hennepin,Minneapolis,31st St E,Park Av S,2005/10/14,957,Bicycle,Non-Incap. Injury (B),
05-292938,Hennepin,Minneapolis,10th Av S,Lake St E,2005/10/15,1500,Bicycle,Non-Incap. Injury (B),
05-293184,Hennepin,Minneapolis,21st Av S,32nd St E,2005/10/15,1930,Bicycle,Non-Incap. Injury (B),
05-294961,Hennepin,Minneapolis,54th St E,Chicago Av S,2005/10/17,0,Bicycle,Possible Injury (C),
05-295925,Hennepin,Minneapolis,25th St E,Portland Av S,2005/10/18,1540,Bicycle,Possible Injury (C),
05-296483,Hennepin,Minneapolis,24th St E,Portland Av S,2005/10/19,115,Bicycle,Possible Injury (C),
