Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.,lat,long
07-303183,Hennepin,Minneapolis,38th St E,Minnehaha Av S,9/10/07,2140,Bicycle,Possible Injury (C),,44.9341561,-93.2239088
08-200328,Hennepin,Minneapolis,38th St E,Minnehaha Av S,7/3/08,145,Bicycle,Property Damage Only,,44.9341561,-93.2239088
08-305381,Hennepin,Minneapolis,38th St E,Chicago Av S,10/2/08,1645,Bicycle,Possible Injury (C),,44.9341429,-93.2624875
10-185577,Hennepin,Minneapolis,38th St E,21st Av S,6/25/10,1744,Bicycle,Possible Injury (C),,44.9341201,-93.2422719
10-261458,Hennepin,Minneapolis,38th St E,Chicago Av S,8/27/10,1130,Bicycle,Possible Injury (C),,44.9341429,-93.2624875
10-260314,Hennepin,Minneapolis,38th St E,Cedar Av S,8/27/10,1315,Bicycle,Incap. Injury (A),,44.934118,-93.2473464
10-264069,Hennepin,Minneapolis,38th St E,29th Av S,8/29/10,1630,Bicycle,Possible Injury (C),,44.9341235,-93.2308429
11-187942,Hennepin,Minneapolis,38th St E,29th Av S,6/29/11,2045,Bicycle,Non-Incap. Injury (B),,44.9341235,-93.2308429
11-359930,Hennepin,Minneapolis,38th St E,Stevens Av S,12/1/11,1909,Bicycle,Non-Incap. Injury (B),,44.934118,-93.275314
11-364676,Hennepin,Minneapolis,38th St E,27th Av S,12/7/11,820,Bicycle,Possible Injury (C),,44.9341119,-93.2333833
12-307744,Hennepin,Minneapolis,38th St E,19th Av S,9/29/12,915,Bicycle,Possible Injury (C),,44.9341202,-93.2447922
13-324407,Hennepin,Minneapolis,38th St E,28th Av S,10/1/13,1820,Bicycle,Possible Injury (C),,44.9341106,-93.2321123
14-160407,Hennepin,Minneapolis,38th St E,Stevens Av S,5/15/14,1330,Bicycle,Possible Injury (C),,44.934118,-93.275314
14-162458,Hennepin,Minneapolis,38th St E,Chicago Av S,5/17/14,105,Bicycle,Non-Incap. Injury (B),,44.9341429,-93.2624875
14-339068,Hennepin,Minneapolis,38th St E,22nd Av S,9/24/14,800,Bicycle,Non-Incap. Injury (B),,44.9341168,-93.2409986
14-358130,Hennepin,Minneapolis,38th St E,29th Av S,10/8/14,2117,Bicycle,Possible Injury (C),,44.9341235,-93.2308429
00-226196,Hennepin,Minneapolis,38th St W,Drew Av S,7/25/00,1311,Bicycle,Possible Injury (C),,44.9340475,-93.3264731
00-260160,Hennepin,Minneapolis,38th St W,Bryant Av S,8/23/00,1703,Bicycle,Possible Injury (C),,44.9340747,-93.2907941
00-286461,Hennepin,Minneapolis,38th St W,Nicollet Av S,9/14/00,1800,Bicycle,Possible Injury (C),,44.934128,-93.2779104
01-241097,Hennepin,Minneapolis,38th St W,Nicollet Av S,8/21/01,1400,Bicycle,Possible Injury (C),,44.934128,-93.2779104
01-308020,Hennepin,Minneapolis,38th St W,Lyndale Av S,10/21/01,1635,Bicycle,Property Damage Only,,44.9340724,-93.2882441
04-097756,Hennepin,Minneapolis,38th St W,Nicollet Av S,4/26/04,1500,Bicycle,Non-Incap. Injury (B),,44.934128,-93.2779104
05-077661,Hennepin,Minneapolis,38th St W,Blaisdell Av S,3/31/05,1225,Bicycle,Non-Incap. Injury (B),,44.9341231,-93.2797434
05-229052,Hennepin,Minneapolis,38th St W,Nicollet Av S,8/18/05,1557,Bicycle,Possible Injury (C),,44.934128,-93.2779104
05-254503,Hennepin,Minneapolis,38th St W,King's Hwy S,9/9/05,1715,Bicycle,Property Damage Only,,44.934082,-93.2933189
05-273022,Hennepin,Minneapolis,38th St W,Bryant Av S,9/26/05,1356,Bicycle,Non-Incap. Injury (B),,44.9340747,-93.2907941
08-166571,Hennepin,Minneapolis,38th St W,King's Hwy S,6/6/08,1430,Bicycle,Possible Injury (C),,44.934082,-93.2933189
12-122874,Hennepin,Minneapolis,38th St W,Nicollet Av S,4/24/12,1647,Bicycle,Non-Incap. Injury (B),,44.934128,-93.2779104
13-277149,Hennepin,Minneapolis,38th St W,Harriet Av S,8/23/13,1558,Bicycle,Possible Injury (C),,44.9340841,-93.2856664
13-291639,Hennepin,Minneapolis,38th St W,Blaisdell Av S,9/4/13,1115,Bicycle,Non-Incap. Injury (B),,44.9341231,-93.2797434
14-360253,Hennepin,Minneapolis,38th St W,Zenith Av S,10/10/14,1525,Bicycle,Non-Incap. Injury (B),,44.9341175,-93.321365
00-243609,Hennepin,Minneapolis,39th Av N,Fremont Av N,8/9/00,1445,Bicycle,Possible Injury (C),,45.0257994,-93.2956667
00-285244,Hennepin,Minneapolis,39th Av N,Dupont Av N,9/13/00,1809,Bicycle,Possible Injury (C),,45.0257789,-93.2931398
03-267278,Hennepin,Minneapolis,39th Av N,Dupont Av N,10/2/03,1650,Bicycle,Non-Incap. Injury (B),,45.0257789,-93.2931398
