CrashID,IntersectionID,StreetOn,IntersectingStreet,Month,Day,Year
09-132017,Int-15079,10th Av SE,5th St SE,May,5,2009
09-133055,Int-16340,Royalston Av N,Holden St N,May,6,2009
09-135053,Int-10199,14th St E,Chicago Av S,May,7,2009
09-135731,Int-15404,Central Av NE,8th St SE,May,8,2009
09-136904,Int-11775,31st St E,Portland Av S,May,9,2009
09-139424,Int-14043,Cedar Av S,4th St S,May,11,2009
09-140244,Int-11770,31st St E,Elliot Av S,May,12,2009
09-140530,Int-10819,Quincy St NE,23rd Av NE,May,12,2009
09-141614,Int-14745,56th St W,Fremont Av S,May,13,2009
09-141959,Int-16060,Franklin Av E,Portland Av S,May,12,2009
09-142684,Int-16110,Franklin Av E,Nicollet Av S,May,14,2009
09-143761,Int-10723,22nd St E,Clinton Av S,May,15,2009
09-144055,Int-13179,42nd St E,2nd Av S,May,15,2009
09-146462,Int-14534,54th St E,15th Av S,May,17,2009
09-148272,Int-11436,29th Av N,West Broadway Av N,May,19,2009
09-148803,Int-11167,Cedar Av S,26th St E,May,19,2009
09-149580,Int-16226,14th St E,Park Av S,May,20,2009
09-150072,Int-13480,Nicollet Av S,44th St E,May,20,2009
09-152650,Int-16451,Stinson Blvd NE,Kennedy St NE,May,22,2009
09-153059,Int-10319,Portland Av S,16th St E,May,22,2009
09-153073,Int-11939,Fremont Av N,33rd Av N,May,22,2009
09-156067,Int-10755,Lyndale Av S,22nd St W,May,25,2009
09-157368,Int-16050,Franklin Av E,Chicago Av S,May,26,2009
09-157822,Int-12481,36th St W,Holmes Av S,May,26,2009
09-159608,Int-10382,Park Av S,17th St E,May,28,2009
09-161518,Int-16473,Lagoon Av W,Emerson Av S,May,29,2009
09-161545,Int-16039,Franklin Av E,3rd Av S,May,29,2009
09-161999,Int-13194,4th Av S,42nd St E,May,30,2009
09-162484,Int-12899,40th Av N,Lyndale Av N,May,30,2009
09-162495,Int-11575,2nd Av N,Penn Av N,May,30,2009
09-163963,Int-15315,Hennepin Av S,7th St N,May,31,2009
09-166210,Int-10947,Nicollet Av S,24th St W,June,2,2009
09-166823,Int-15346,7th St S,Chicago Av S,June,3,2009
09-167781,Int-15084,15th Av SE,5th St SE,June,3,2009
09-169833,Int-15919,Dunwoody Blvd W,Lyndale Av S,June,5,2009
09-169955,Int-16007,Franklin Av E,10th Av S,June,5,2009
09-174085,Int-16522,Lake St E,18th Av S,June,9,2009
09-174343,Int-16065,Franklin Av E,Riverside Av S,June,9,2009
09-174347,Int-15091,7th Av SE,5th St SE,June,9,2009
09-175733,Int-10830,13th Av S,23rd St E,June,10,2009
09-177664,Int-11366,31st Av S,28th St E,June,12,2009
09-177828,Int-16025,Franklin Av E,24th Av S,June,12,2009
09-178866,Int-16059,Franklin Av E,Park Av S,June,13,2009
09-179131,Int-13639,46th St E,43rd Av S,June,13,2009
09-180483,Int-17737,Minnehaha Av S,Midtown Greenway E Bike Path,June,14,2009
09-181328,Int-14044,Chicago Av S,4th St S,June,15,2009
09-182923,Int-15773,16th Av SE,Como Av SE,June,16,2009
09-185713,Int-10199,Chicago Av S,14th St E,June,18,2009
09-185732,Int-17553,Osseo Road N,Victory Memorial Pkwy N,June,20,2009
09-186811,Int-11095,26th Av NE,Central Av NE,June,19,2009
09-187988,Int-10958,Hennepin Av S,25 1/2 St W,June,20,2009
09-188035,Int-11071,26th Av N,Penn Av N,June,20,2009
09-188057,Int-11095,26th Av NE,Central Av NE,June,20,2009
09-188157,Int-11546,Dean Pkwy S,29th St W,June,20,2009
09-188184,Int-13213,42nd St E,Portland Av S,June,20,2009
09-188559,Int-12088,34th Av N,Russell Av N,June,20,2009
09-190176,Int-15402,Hennepin Av S,8th St S,June,22,2009
09-190292,Int-12302,Hiawatha Av S,35th St E,June,22,2009
09-190878,Int-11688,Tyler St NE,30th Av NE,June,22,2009
09-191911,Int-16562,Lake St E,Columbus Av S,June,23,2009
09-192116,Int-12460,36th St E,Park Av S,June,23,2009
09-192891,Int-17942,26th St E,Elliot Av S,June,24,2009
09-193022,Int-17014,Oak Lake Av N,Olson Memorial Hwy N,June,24,2009
09-193307,Int-13674,Stevens Av S,46th St E,June,24,2009
09-194776,Int-17621,Washington Av S,Marquette Av S,June,25,2009
09-194878,Int-10194,14th St E,10th Av S,June,25,2009
09-195796,Int-14753,56th St W,Irving Av S,June,26,2009
09-197839,Int-16041,5th Av S,Franklin Av E,June,28,2009
09-198940,Int-10140,13th Av NE,University Av NE,June,29,2009
09-199361,Int-11056,Emerson Av N,26th Av N,June,29,2009
09-200637,Int-15084,15th Av SE,5th St SE,June,30,2009
09-202427,Int-12296,Cedar Av S,35th St E,July,2,2009
09-203038,Int-17591,11th Av S,Washington Av S,July,2,2009
09-203794,Int-17500,2nd Av SE,University Av SE,July,3,2009
09-205378,Int-11794,Hennepin Av S,31st St W,July,4,2009
09-206057,Int-14030,Hennepin Av S,4th St S,July,5,2009
09-207428,Int-16520,16th Av S,Lake St E,July,6,2009
09-207548,Int-11542,Blaisdell Av S,29th St W,July,6,2009
09-207896,Int-16581,Lake St W,Bryant Av S,July,6,2009
09-208132,Int-10261,15th St W,Oak Grove St W,July,7,2009
09-208488,Int-15338,7th St S,2nd Av S,July,7,2009
09-208642,Int-17615,Washington Av S,I-35W NB Ramp,July,7,2009
09-208763,Int-16691,Lowry Av N,Knox Av N,July,7,2009
09-209643,Int-15481,3rd Av S,9th St S,July,8,2009
09-210492,Int-16580,Blaisdell Av S,Lake St W,July,8,2009
09-212523,Int-13207,Hiawatha Av S,42nd St E,July,10,2009
09-212618,Int-16110,Nicollet Av S,Franklin Av E,July,10,2009
09-212683,Int-12218,Penn Av N,35th Av N,July,10,2009
09-212831,Int-16077,Franklin Av SE,27th Av SE,July,10,2009
09-215266,Int-17583,Washington Av S,Hennepin Av S,July,12,2009
09-216714,Int-13119,41st St W,Nicollet Av S,July,13,2009
09-217403,Int-13239,Nicollet Av S,42nd St E,July,14,2009
09-218381,Int-10183,Grand St NE,14th Av NE,July,14,2009
09-218866,Int-11387,Hiawatha Av S,28th St E,July,15,2009
09-220540,Int-16980,Oak Grove St W,Spruce Place S,July,16,2009
09-220652,Int-13496,44th St W,Zenith Av S,July,16,2009
09-222163,Int-15398,University Av NE,8th Av NE,July,17,2009
09-222184,Int-16521,17th Av S,Lake St E,July,17,2009
09-222231,Int-15606,Broadway St NE,Adams St NE,July,17,2009
09-225780,Int-15630,Broadway St NE,Marshall St NE,July,20,2009
09-227719,Int-16041,5th Av S,Franklin Av E,July,22,2009
09-227754,Int-11163,3rd Av S,26th St E,July,22,2009
09-228619,Int-15549,West Broadway Av N,2nd St N,July,23,2009
09-228934,Int-15416,8th St S,3rd Av S,July,23,2009
09-229211,Int-12587,37th St E,36th Av S,July,23,2009
09-229305,Int-11794,Hennepin Av S,31st St W,July,23,2009
09-230727,Int-15492,9th St S,Park Av S,July,24,2009
09-234153,Int-10261,15th St W,Oak Grove St W,July,27,2009
09-234461,Int-15646,Broadway St NE,Washington St NE,July,28,2009
09-235263,Int-11382,28th St E,Chicago Av S,July,28,2009
09-237166,Int-12240,Johnson St NE,35th Av NE,July,30,2009
09-237648,Int-16060,Franklin Av E,Portland Av S,July,30,2009
09-238469,Int-11602,3rd Av S,2nd St S,July,31,2009
09-238491,Int-10063,11th St S,3rd Av S,July,31,2009
09-240362,Int-16578,Lake St E,Stevens Av S,August,1,2009
09-243477,Int-16123,Hennepin Av S,Fremont Av S,August,4,2009
09-244116,Int-16471,East Lake Calhoun Pkwy S,Lake St W,August,5,2009
09-244137,Int-15252,11th Av S,6th St S,August,4,2009
09-244829,Int-15577,West Broadway Av N,Lyndale Av N,August,5,2009
09-246152,Int-16559,Lake St E,Cedar Av S,August,6,2009
09-248343,Int-16398,Stinson Blvd NE,I-35W SB Ramp,August,8,2009
09-249152,Int-15466,Hennepin Av S,9th St S,August,9,2009
09-249907,Int-10407,18th Av N,Lyndale Av N,August,9,2009
09-250531,Int-11175,Minnehaha Av S,26th St E,August,10,2009
09-251152,Int-11810,31st St W,Lyndale Av S,August,10,2009
09-251613,Int-17636,Washington Av SE,Oak St SE,August,11,2009
09-252197,Int-16610,Lake St W,Humboldt Av S,August,11,2009
09-253105,Int-10536,1st Av NE,5th St NE,August,12,2009
09-253443,Int-10910,24th St E,Cedar Av S,August,12,2009
09-253591,Int-17013,7th St N,Olson Memorial Hwy N,August,12,2009
09-255861,Int-13634,42nd Av S,46th St E,August,14,2009
09-258012,Int-16407,Lyndale Av S,I-94 EB Ramp,August,16,2009
09-258139,Int-12480,Hennepin Av S,36th St W,August,16,2009
09-259011,Int-17708,27th Av SE,Yale Av SE,August,17,2009
09-259043,Int-17297,Spring St NE,Central Av NE,August,17,2009
09-259319,Int-16571,Lake St E,Oakland Av S,August,17,2009
09-259561,Int-13656,46th St E,Chicago Av S,August,17,2009
09-260742,Int-15493,Portland Av S,9th St S,August,18,2009
09-264738,Int-16042,Franklin Av E,Bloomington Av S,August,21,2009
09-264970,Int-11321,27th St W,Nicollet Av S,August,22,2009
09-265398,Int-17562,Hennepin Av S,15th St W,August,22,2009
09-266412,Int-14026,4th St N,2nd Av N,August,23,2009
09-266799,Int-11276,27th Av S,27th St E,August,23,2009
09-267933,Int-16557,5th Av S,Lake St E,August,24,2009
09-269480,Int-15431,8th St SE,10th Av SE,August,25,2009
09-270483,Int-17737,Minnehaha Av S,Midtown Greenway E Bike Path,August,26,2009
09-275614,Int-10524,3rd Av S,19th St E,August,30,2009
09-279884,Int-10689,University Av NE,22nd Av NE,September,3,2009
09-282066,Int-12649,17th Av S,38th St E,September,5,2009
09-282109,Int-16520,Lake St E,16th Av S,September,5,2009
09-284807,Int-11949,Oliver Av N,33rd Av N,September,7,2009
09-285165,Int-13140,42nd Av N,Lyndale Av N,September,8,2009
09-285345,Int-15315,Hennepin Av S,7th St S,September,8,2009
09-285884,Int-17525,University Av SE,Malcolm Av SE,September,8,2009
09-285909,Int-15428,Riverside Av S,8th St S,September,8,2009
09-287404,Int-12871,Hennepin Av S,3rd St S,September,9,2009
09-288205,Int-10405,Lyn Curve Av N,18th Av N,September,10,2009
09-288206,Int-16247,Groveland Av W,Lyndale Av S,September,10,2009
09-288298,Int-16027,26th Av S,Franklin Av E,September,10,2009
09-288417,Int-10755,Lyndale Av S,22nd St W,September,10,2009
09-290434,Int-16500,West Lake Harriet Pkwy S,William Berry Pkwy S,September,12,2009
09-291137,Int-16020,Franklin Av E,1st Av S,September,12,2009
09-291577,Int-10898,24th St E,30th Av S,September,13,2009
09-292664,Int-11392,28th St E,Portland Av S,September,14,2009
09-293454,Int-16110,Franklin Av E,Nicollet Av S,September,15,2009
09-293697,Int-13378,44th Av N,Logan Av N,September,15,2009
09-293804,Int-10532,19th St E,Portland Av S,September,15,2009
09-294121,Int-10929,24th St W,Bryant Av S,September,15,2009
09-294139,Int-16107,Lyndale Av S,Franklin Av W,September,15,2009
09-294673,Int-16575,Lake St E,Snelling Av S,September,16,2009
09-294882,Int-17484,University Av SE,10th Av SE,September,16,2009
09-296305,Int-10748,22nd St W,Harriet Av S,September,17,2009
09-296309,Int-16776,6th Av SE,Main St SE,September,17,2009
09-296958,Int-14076,4th St SE,I-35W SB Ramp,September,18,2009
09-297641,Int-16580,Lake St W,Blaisdell Av S,September,18,2009
09-298663,Int-17433,16th Av SE,Talmadge Av SE,September,19,2009
09-300196,Int-16560,Lake St E,Chicago Av S,September,20,2009
09-301069,Int-15314,2nd Av N,7th St N,September,21,2009
09-301730,Int-16039,Franklin Av E,3rd Av S,September,22,2009
09-302591,Int-15402,Hennepin Av S,8th St S,September,23,2009
09-303605,Int-16049,Cedar Av S,Franklin Av E,September,24,2009
09-303871,Int-11173,Hiawatha Av S,26th St E,September,24,2009
09-304950,Int-17484,10th Av SE,University Av SE,September,25,2009
09-305447,Int-12871,Hennepin Av S,3rd St S,September,25,2009
09-305942,Int-15415,2nd Av S,8th St S,September,26,2009
09-308917,Int-17197,Lyndale Av S,Ridgewood Av W,September,29,2009
09-311186,Int-12852,5th St NE,3rd Av NE,October,1,2009
09-312420,Int-14043,Cedar Av S,Riverside Av S,October,2,2009
09-313977,Int-12308,Park Av S,35th St E,October,4,2009
09-314552,Int-15776,Como Av SE,17th Av SE,October,5,2009
09-315098,Int-14072,4th St SE,8th Av SE,October,5,2009
09-315692,Int-16562,Lake St E,Columbus Av S,October,6,2009
09-317308,Int-16530,Lake St E,Minnehaha Av S,October,8,2009
09-318193,Int-16060,Franklin Av E,Portland Av S,October,9,2009
09-318893,Int-15473,9th St S,25th Av S,October,10,2009
09-322758,Int-16107,Lyndale Av S,Franklin Av W,October,14,2009
09-324197,Int-14310,52nd Av N,Fremont Av N,October,16,2009
09-324924,Int-15634,Broadway St NE,Polk St NE,October,16,2009
09-325634,Int-12438,36th St E,3rd Av S,October,17,2009
09-327171,Int-15647,15th Av SE,Brook Av SE,October,19,2009
09-328255,Int-16091,Franklin Av W,Garfield Av S,October,20,2009
09-330080,Int-11109,26th Av NE,Madison St NE,October,22,2009
09-336676,Int-16110,Nicollet Av S,Franklin Av E,October,29,2009
09-338075,Int-17231,Riverside Av S,19th Av S,October,31,2009
09-338437,Int-11039,Nicollet Av S,25th St E,October,31,2009
09-340217,Int-16049,Cedar Av S,Franklin Av E,November,2,2009
09-340447,Int-16114,Franklin Av W,Pillsbury Av S,November,2,2009
09-340467,Int-15557,Bryant Av N,West Broadway Av N,November,2,2009
09-342518,Int-11191,Harriet Av S,26th St W,November,4,2009
09-342800,Int-16020,Franklin Av E,1st Av S,November,4,2009
09-343098,Int-10383,Portland Av S,17th St E,November,5,2009
09-344073,Int-16039,3rd Av S,Franklin Av E,November,6,2009
09-345544,Int-16920,Minnehaha Pkwy W,Nicollet Av S,November,7,2009
09-347945,Int-14055,4th St SE,13th Av SE,November,10,2009
09-349069,Int-10945,24th St W,Lyndale Av S,November,11,2009
09-352184,Int-14610,Lyndale Av S,54th St W,November,14,2009
09-353078,Int-17464,Irving Av S,The Mall Pkwy W,November,15,2009
09-353540,Int-15435,15th Av SE,8th St SE,November,16,2009
09-353660,Int-16973,Cedar Av S,East Lake Nokomis Pkwy S,November,16,2009
09-353802,Int-16813,27th Av S,Minnehaha Av S,November,16,2009
09-354662,Int-11728,16th Av S,31st St E,November,17,2009
09-359333,Int-11306,27th St W,Blaisdell Av S,November,22,2009
09-363324,Int-16049,Cedar Av S,Franklin Av E,November,27,2009
09-368073,Int-12468,Bryant Av S,36th St W,December,2,2009
09-370496,Int-10538,Central Av NE,7th St SE,December,5,2009
09-370931,Int-12295,Bloomington Av S,35th St E,December,5,2009
09-371628,Int-16082,Franklin Av W,Aldrich Av S,December,6,2009
09-380785,Int-12476,36th St W,Garfield Av S,December,17,2009
09-389180,Int-11173,Hiawatha Av S,26th St E,December,27,2009
10-026888,Int-16588,Lake St W,West Lake Calhoun Pkwy S,January,29,2010
10-037755,Int-17319,Washington St NE,5th St NE,February,10,2010
10-066222,Int-14057,15th Av SE,4th St SE,March,10,2010
10-069429,Int-10948,24th St W,Pillsbury Av S,March,13,2010
10-072021,Int-16687,Lowry Av N,Girard Av N,March,16,2010
10-072518,Int-10941,Hennepin Av S,24th St W,March,17,2010
10-074425,Int-12269,23rd Av S,35th St E,March,18,2010
10-075225,Int-16572,Park Av S,Lake St E,March,19,2010
10-077553,Int-16692,Lowry Av N,Logan Av N,March,21,2010
10-079550,Int-17575,Washington Av N,3rd Av N,March,23,2010
10-080945,Int-11198,26th St E,Nicollet Av S,March,24,2010
10-088185,Int-16049,Franklin Av E,Cedar Av S,March,31,2010
10-093271,Int-10515,19th St E,11th Av S,April,5,2010
10-095252,Int-11424,Pillsbury Av S,28th St W,April,7,2010
10-096156,Int-14042,4th St S,5th Av S,April,8,2010
10-096947,Int-12663,28th Av S,38th St E,April,9,2010
10-099515,Int-10469,Nicollet Av S,18th St E,April,11,2010
10-101466,Int-16247,Groveland Terrace W,Hennepin Av S,April,13,2010
10-105427,Int-15193,61st St W,Oliver Av S,April,16,2010
10-106295,Int-16581,Lake St W,Bryant Av S,April,17,2010
10-107264,Int-16415,I-94 WB Ramp,Lyndale Av S,April,18,2010
10-107319,Int-14836,Newton Av S,57th St W,April,18,2010
10-107363,Int-11246,27th Av NE,Grand St NE,April,18,2010
10-107417,Int-11167,26th St E,Cedar Av S,April,18,2010
10-107681,Int-13441,Bloomington Av S,44th St E,April,18,2010
10-110428,Int-13672,46th St E,Portland Av S,April,21,2010
10-110501,Int-17628,Washington Av S,Portland Av S,April,21,2010
10-113055,Int-16020,Franklin Av E,1st Av S,April,23,2010
10-113210,Int-11602,3rd Av S,2nd St S,April,23,2010
10-114210,Int-12308,35th St E,Park Av S,April,24,2010
10-115475,Int-11303,West River Pkwy S,27th St E,April,26,2010
10-116325,Int-15983,Excelsior Blvd W,Market Plaza S,April,26,2010
10-117374,Int-11225,27th Av N,Queen Av N,April,27,2010
10-118392,Int-16545,Lake St E,3rd Av S,April,28,2010
10-118406,Int-14076,4th St SE,I-35W SB Ramp,April,28,2010
10-118428,Int-15603,Broadway St NE,4th St NE,April,28,2010
10-122074,Int-16415,Lyndale Av S,I-94 WB Ramp,May,1,2010
10-122763,Int-11725,31st St E,13th Av S,May,2,2010
10-123995,Int-10435,18th Av NE,Monroe St NE,May,3,2010
10-127991,Int-11198,Nicollet Av S,26th St W,May,7,2010
10-129640,Int-11387,Hiawatha Av S,28th St E,May,9,2010
10-130262,Int-16059,Park Av S,Franklin Av E,May,10,2010
10-131386,Int-15558,West Broadway Av N,Dupont Av N,May,11,2010
10-133664,Int-12162,34th St E,Chicago Av S,May,13,2010
10-136154,Int-12321,35th St W,Grand Av S,May,15,2010
10-138025,Int-10430,18th Av NE,Johnson St NE,May,17,2010
10-138064,Int-10060,11th St N,Hawthorne Av W,May,17,2010
10-138214,Int-16110,Nicollet Av S,Franklin Av E,May,17,2010
10-138829,Int-15690,Cedar Lake Pkwy S,Burnham Road W,May,18,2010
10-139011,Int-17602,Washington Av S,3rd Av S,May,18,2010
10-139771,Int-11592,Washington Av N,2nd St N,May,19,2010
10-140621,Int-16580,Lake St W,Blaisdell Av S,May,19,2010
10-141269,Int-16531,27th Av S,Lake St E,May,20,2010
10-142359,Int-15424,8th St S,Marquette Av S,May,21,2010
10-143392,Int-12864,1st Av N,3rd St N,May,22,2010
10-143807,Int-16616,Lake St W,Lyndale Av S,May,22,2010
10-143944,Int-10482,19th Av NE,Central Av NE,May,22,2010
10-143982,Int-10734,Blaisdell Av S,22nd St W,May,22,2010
10-144231,Int-16616,Lake St W,Lyndale Av S,May,22,2010
10-145289,Int-16059,Park Av S,Franklin Av E,May,23,2010
10-146267,Int-16517,13th Av S,Lake St E,May,24,2010
10-146834,Int-12957,Cedar Av S,40th St E,May,24,2010
10-146927,Int-10551,Hennepin Av S,1st St N,May,24,2010
10-147447,Int-15977,Abbott Av S,Excelsior Blvd W,May,25,2010
10-147497,Int-12460,Park Av S,36th St E,May,25,2010
10-147660,Int-15404,8th St SE,Central Av NE,May,25,2010
10-147892,Int-17574,2nd Av N,Washington Av N,May,25,2010
10-148408,Int-11352,28th St E,13th Av S,May,26,2010
10-149035,Int-11379,5th Av S,28th St E,May,26,2010
10-149605,Int-16518,Lake St E,14th Av S,May,27,2010
10-151203,Int-12367,36th Av N,Queen Av N,May,28,2010
10-154626,Int-14610,54th St W,Lyndale Av S,May,31,2010
10-154801,Int-10586,21st Av N,Fremont Av N,May,31,2010
10-154823,Int-13207,42nd St E,Hiawatha Av S,May,31,2010
10-156456,Int-12020,33rd St E,Clinton Av S,June,1,2010
10-157075,Int-12883,Chicago Av S,3rd St S,June,2,2010
10-157331,Int-12311,Stevens Av S,35th St E,June,2,2010
10-158294,Int-15636,Stinson Blvd NE,Broadway St NE,June,3,2010
10-158989,Int-16094,Harriet Av S,Franklin Av W,June,3,2010
10-159394,Int-16318,Hennepin Av E,Stinson Blvd NE,June,4,2010
10-160353,Int-10071,Nicollet Mall S,11th St S,June,4,2010
10-162920,Int-13672,46th St E,Portland Av S,June,7,2010
10-163376,Int-13763,Cedar Av S,47th St E,June,7,2010
10-165745,Int-17562,Vineland Place W,Lyndale Av S,June,9,2010
10-170388,Int-16500,William Berry Pkwy S,West Lake Harriet Pkwy S,June,13,2010
10-172489,Int-11533,29th St E,5th Av S,June,15,2010
10-172688,Int-15268,Cedar Av S,6th St S,June,15,2010
10-172869,Int-10911,Chicago Av S,24th St E,June,15,2010
10-175090,Int-16570,Lake St E,Longfellow Av S,June,17,2010
10-175327,Int-11387,28th St E,Hiawatha Av S,June,17,2010
10-175414,Int-10430,18th Av NE,Johnson St NE,June,17,2010
10-175643,Int-10694,22nd St E,11th Av S,June,17,2010
10-175973,Int-10140,13th Av NE,University Av NE,June,17,2010
10-179600,Int-10677,Monroe St NE,22nd Av NE,June,20,2010
10-182532,Int-11173,26th St E,Hiawatha Av S,June,23,2010
10-183085,Int-16247,Lyndale Av S,Groveland Av W,June,23,2010
10-185577,Int-12654,38th St E,21st Av S,June,25,2010
10-185583,Int-10551,Hennepin Av S,1st St S,June,25,2010
10-185851,Int-15582,West Broadway Av N,Penn Av N,June,25,2010
10-186173,Int-11897,32nd St E,Snelling Av S,June,26,2010
10-186861,Int-15402,8th St S,Hennepin Av S,June,26,2010
10-187031,Int-16534,Lake St E,2nd Av S,June,26,2010
10-187088,Int-13238,Lyndale Av S,42nd St W,June,26,2010
10-187124,Int-16558,Bloomington Av S,Lake St E,June,26,2010
10-187851,Int-13634,42nd Av S,46th St E,June,27,2010
10-190073,Int-10881,24th St E,13th Av S,June,29,2010
10-190443,Int-10735,Bryant Av S,22nd St W,June,29,2010
10-191835,Int-11356,28th St E,17th Av S,June,30,2010
10-192034,Int-12568,18th Av S,37th St E,June,30,2010
10-198868,Int-13163,15th Av S,42nd St E,July,6,2010
10-201276,Int-15268,6th St S,Cedar Av S,July,8,2010
10-201555,Int-15773,Como Av SE,16th Av SE,July,8,2010
10-201767,Int-16622,Lake St W,Pleasant Av S,July,8,2010
10-201898,Int-10966,Emerson Av N,25th Av N,July,8,2010
10-201899,Int-12314,35th St W,Bryant Av S,July,8,2010
10-202965,Int-17239,Riverside Av S,25th Av S,July,9,2010
10-203919,Int-16608,Hennepin Av S,Lake St W,July,10,2010
10-204655,Int-10061,Hennepin Av S,11th St S,July,10,2010
10-205215,Int-11869,32nd St E,45th Av S,July,11,2010
10-206560,Int-11132,26th St E,18th Av S,July,12,2010
10-207203,Int-14687,Upton Av S,55th St W,July,11,2010
10-207832,Int-17498,University Av SE,27th Av SE,July,13,2010
10-207838,Int-13480,44th St W,Nicollet Av S,July,13,2010
10-208217,Int-17628,Washington Av S,Portland Av S,July,14,2010
10-209247,Int-17602,Washington Av S,3rd Av S,July,14,2010
10-210037,Int-16231,Willow St S,Grant St W,July,15,2010
10-213047,Int-11767,31st St E,Chicago Av S,July,17,2010
10-214009,Int-12056,33rd St W,Lyndale Av S,July,18,2010
10-215917,Int-16573,Portland Av S,Lake St E,July,20,2010
10-216250,Int-11652,Oliver Av N,30th Av N,July,20,2010
10-217208,Int-10249,15th St E,Elliot Av S,July,21,2010
10-218799,Int-16838,Minnehaha Pkwy E,27th Av S,July,22,2010
10-219415,Int-15781,Como Av SE,22nd Av SE,July,23,2010
10-219840,Int-10975,25th Av N,Logan Av N,July,23,2010
10-220864,Int-16318,Stinson Blvd NE,Hennepin Av E,July,24,2010
10-221676,Int-16616,Lake St W,Lyndale Av S,July,24,2010
10-221685,Int-11422,Lyndale Av S,28th St W,July,25,2010
10-222213,Int-16920,Nicollet Av S,Minnehaha Pkwy W,July,25,2010
10-222345,Int-15252,11th Av S,6th St S,July,25,2010
10-222895,Int-16881,Minnehaha Pkwy E,Portland Av S,July,26,2010
10-223187,Int-14201,51st Av N,James Av N,July,26,2010
10-224859,Int-10108,12th St S,Hennepin Av S,July,27,2010
10-225364,Int-12274,35th St E,2nd Av S,July,28,2010
10-225716,Int-16514,10th Av S,Lake St E,July,28,2010
10-227246,Int-17521,University Av SE,I-35W East Frontage Road,July,29,2010
10-227433,Int-10945,Lyndale Av S,24th St W,July,29,2010
10-233045,Int-16571,Oakland Av S,Lake St E,August,3,2010
10-236906,Int-14573,54th St E,Hiawatha Av S,August,6,2010
10-237047,Int-16027,Franklin Av E,26th Av S,August,6,2010
10-237797,Int-15420,8th St S,5th Av S,August,7,2010
10-238645,Int-16229,Nicollet Mall S,Grant St W,August,8,2010
10-239597,Int-14052,4th St SE,10th Av SE,August,9,2010
10-240926,Int-16486,West Lake Harriet Pkwy S,Minnehaha Pkwy W,August,10,2010
10-241533,Int-11178,Portland Av S,26th St E,August,10,2010
10-244096,Int-15568,West Broadway Av N,Irving Av N,August,12,2010
10-245652,Int-10981,25th St E,10th Av S,August,14,2010
10-247456,Int-14354,52nd St E,42nd Av S,August,15,2010
10-248580,Int-11602,3rd Av S,2nd St S,August,16,2010
10-249637,Int-11293,27th St E,Cedar Av S,August,17,2010
10-249858,Int-16823,Minnehaha Av S,Hiawatha Av S,August,17,2010
10-250580,Int-11603,2nd St S,5th Av S,August,18,2010
10-254632,Int-11734,31st St E,22nd Av S,August,21,2010
10-256516,Int-17592,Washington Av S,12th Av S,August,23,2010
10-258801,Int-15262,3rd Av S,6th St S,August,25,2010
10-259125,Int-17627,Park Av S,Washington Av S,August,25,2010
10-259329,Int-16522,Lake St E,18th Av S,August,25,2010
10-260123,Int-10660,Central Av NE,22nd Av NE,August,26,2010
10-260314,Int-12685,38th St E,Cedar Av S,August,27,2010
10-260859,Int-16039,Franklin Av E,3rd Av S,August,26,2010
10-260905,Int-16476,Hennepin Av S,Lagoon Av W,August,26,2010
10-261458,Int-12686,38th St E,Chicago Av S,August,27,2010
10-264069,Int-12664,38th St E,29th Av S,August,29,2010
10-265038,Int-10235,Monroe St NE,15th Av NE,August,30,2010
10-266062,Int-16486,Minnehaha Pkwy W,East Lake Harriet Pkwy S,August,31,2010
10-266243,Int-10108,12th St S,Hennepin Av S,August,31,2010
10-266503,Int-16572,Lake St E,Park Av S,August,31,2010
10-267160,Int-17562,Hennepin Av S,15th St W,September,1,2010
10-267642,Int-17621,Marquette Av S,Washington Av S,September,1,2010
10-267770,Int-10194,14th St E,10th Av S,September,1,2010
10-267856,Int-11264,Taylor St NE,27th Av NE,September,1,2010
10-267962,Int-16530,Minnehaha Av S,Lake St E,September,1,2010
10-268463,Int-16050,Chicago Av S,Franklin Av E,September,2,2010
10-268507,Int-10205,Nicollet Av S,14th St W,September,2,2010
10-268621,Int-16009,Franklin Av E,13th Av S,September,2,2010
10-268786,Int-10070,11th St S,Marquette Av S,September,2,2010
10-268986,Int-16041,Franklin Av E,5th Av S,September,2,2010
10-269039,Int-11355,28th St E,16th Av S,September,2,2010
10-270065,Int-16516,Lake St E,12th Av S,September,3,2010
10-270532,Int-11173,26th St E,Hiawatha Av S,September,3,2010
10-271092,Int-16742,Polk St NE,Lowry Av NE,September,4,2010
10-271336,Int-14284,Lyndale Av S,51st St W,September,4,2010
10-275985,Int-10721,22nd St E,Bloomington Av S,September,8,2010
10-276002,Int-16569,Lake St E,Hiawatha Av S SB Ramp,September,8,2010
10-276039,Int-12178,34th St W,Colfax Av S,September,8,2010
10-278203,Int-11105,Jackson St NE,26th Av NE,September,10,2010
10-278803,Int-15772,15th Av SE,Como Av SE,September,11,2010
10-279685,Int-17521,University Av SE,I-35W NB Ramp,September,11,2010
10-279700,Int-16027,Franklin Av E,26th Av S,September,11,2010
10-279948,Int-12429,36th St E,2nd Av S,September,11,2010
10-281519,Int-15558,West Broadway Av N,Dupont Av N,September,13,2010
10-281587,Int-10817,Pierce St NE,23rd Av NE,September,13,2010
